Iteration,Proportion Test,Proportion Test (Sim Results Dual1.Csv),Proportion Test (Sim Results Dual2.Csv),Proportion Test (Sim Results Dual3.Csv),Proportion Test (Sim Results Dual4.Csv)
5522,0.3125,0.3458,0.4217,0.4672,0.4625
5523,0.3079,0.3558,0.4283,0.4378,0.4818
5524,0.3096,0.3639,0.425,0.4325,0.4541
5525,0.3164,0.3778,0.3912,0.4404,0.4959
5526,0.3202,0.3674,0.3964,0.4437,0.5043
5527,0.3131,0.3559,0.3945,0.4628,0.4761
5528,0.3183,0.3583,0.4088,0.4417,0.4657
5529,0.324,0.356,0.4084,0.4331,0.4823
5530,0.3223,0.3383,0.3981,0.4744,0.4899
5531,0.3195,0.3789,0.4164,0.4643,0.4944
5532,0.3137,0.3579,0.3898,0.4632,0.4898
5533,0.3068,0.3762,0.4289,0.4485,0.4667
5534,0.3194,0.3594,0.4142,0.4411,0.4972
5535,0.3204,0.3546,0.4046,0.4637,0.4664
5536,0.3191,0.3649,0.4249,0.4446,0.4927
5537,0.3058,0.3565,0.4285,0.4487,0.4645
5538,0.3175,0.3762,0.4034,0.4668,0.5039
5539,0.3295,0.3651,0.4058,0.4564,0.4821
5540,0.3044,0.3701,0.424,0.4391,0.4823
5541,0.3188,0.3517,0.4158,0.4349,0.4623
5542,0.3197,0.361,0.4176,0.4487,0.4694
5543,0.3125,0.3474,0.389,0.4401,0.4787
5544,0.3236,0.3595,0.4031,0.4561,0.4787
5545,0.3186,0.3498,0.4067,0.4483,0.4654
5546,0.3149,0.3363,0.4208,0.4495,0.4847
5547,0.3192,0.3524,0.4075,0.4339,0.4735
5548,0.3101,0.3583,0.3959,0.4508,0.4732
5549,0.3127,0.3656,0.4241,0.4323,0.4963
5550,0.3331,0.3519,0.4267,0.4391,0.4612
5551,0.3191,0.3788,0.3865,0.4447,0.479
5552,0.31,0.3589,0.3973,0.4522,0.4838
5553,0.3152,0.3698,0.4255,0.4518,0.4938
5554,0.3283,0.3634,0.389,0.4594,0.49
5555,0.314,0.3797,0.391,0.4598,0.489
5556,0.3137,0.3623,0.4268,0.4407,0.4943
5557,0.3306,0.3619,0.4189,0.4322,0.4815
5558,0.3188,0.3693,0.4045,0.4278,0.5079
5559,0.314,0.3862,0.404,0.4484,0.4967
5560,0.309,0.3589,0.4119,0.4365,0.4933
5561,0.3026,0.3702,0.4248,0.4487,0.4729
5562,0.306,0.359,0.4163,0.4692,0.4775
5563,0.3195,0.362,0.3977,0.4507,0.4877
5564,0.3137,0.3846,0.4072,0.4578,0.4973
5565,0.3188,0.3549,0.4247,0.4614,0.4755
5566,0.325,0.3449,0.4161,0.4436,0.4745
5567,0.3193,0.3714,0.4257,0.4511,0.4897
5568,0.3173,0.376,0.4179,0.433,0.4776
5569,0.3124,0.3607,0.4056,0.4616,0.4713
5570,0.3084,0.3673,0.4374,0.4381,0.4784
5571,0.3117,0.3751,0.3973,0.4801,0.482
5572,0.3202,0.3637,0.4061,0.4464,0.4884
5573,0.3113,0.351,0.4263,0.4369,0.4912
5574,0.309,0.3614,0.3842,0.4515,0.49
5575,0.3121,0.3856,0.4097,0.4506,0.5007
5576,0.3243,0.3483,0.4162,0.4426,0.4731
5577,0.3067,0.3752,0.4176,0.4563,0.4885
5578,0.3188,0.3638,0.4382,0.4696,0.4903
5579,0.324,0.3793,0.4052,0.4444,0.4758
5580,0.317,0.345,0.3955,0.4539,0.4699
5581,0.3201,0.3738,0.3935,0.439,0.4955
5582,0.3283,0.3657,0.4205,0.4393,0.4736
5583,0.3191,0.3537,0.4222,0.4296,0.4689
5584,0.3122,0.357,0.4129,0.4277,0.4544
5585,0.3239,0.3602,0.3971,0.4503,0.4794
5586,0.3125,0.3631,0.4494,0.4577,0.4566
5587,0.3133,0.3746,0.4117,0.4359,0.4981
5588,0.3191,0.356,0.4,0.4368,0.4828
5589,0.3124,0.3622,0.4242,0.4477,0.476
5590,0.3152,0.368,0.4246,0.4291,0.4715
5591,0.3126,0.3843,0.4135,0.4462,0.4796
5592,0.3167,0.3791,0.4173,0.4493,0.465
5593,0.3176,0.3613,0.426,0.4434,0.4858
5594,0.3275,0.3669,0.4163,0.4386,0.48
5595,0.3109,0.3615,0.4066,0.4665,0.4851
5596,0.3108,0.3428,0.3995,0.4526,0.4796
5597,0.3197,0.3615,0.3979,0.442,0.4828
5598,0.3168,0.3838,0.4207,0.468,0.4751
5599,0.3203,0.3416,0.4132,0.4365,0.4915
5600,0.3145,0.3562,0.4045,0.4531,0.4805
5601,0.3138,0.3608,0.3997,0.4597,0.4811
5602,0.3075,0.3567,0.399,0.4536,0.4963
5603,0.3093,0.3574,0.4343,0.4422,0.4758
5604,0.3062,0.3473,0.3934,0.458,0.4867
5605,0.3139,0.3716,0.417,0.4492,0.4535
5606,0.318,0.3754,0.3954,0.4329,0.4828
5607,0.3118,0.381,0.4049,0.4621,0.4782
5608,0.3183,0.3702,0.4023,0.4326,0.4903
5609,0.322,0.3602,0.4258,0.4388,0.4672
5610,0.3147,0.3744,0.4092,0.4519,0.4958
5611,0.3162,0.3479,0.4129,0.4405,0.4708
5612,0.3235,0.3605,0.4073,0.4547,0.4675
5613,0.3108,0.3782,0.4353,0.4437,0.4521
5614,0.317,0.3622,0.4237,0.4275,0.4585
5615,0.3192,0.3722,0.3922,0.444,0.4676
5616,0.3155,0.3529,0.4323,0.4522,0.4673
5617,0.3085,0.3663,0.4237,0.4157,0.4769
5618,0.3217,0.3712,0.3979,0.4559,0.4728
5619,0.3163,0.3661,0.4056,0.4319,0.4735
5620,0.3268,0.3543,0.4012,0.4431,0.4572
5621,0.3133,0.3746,0.4126,0.4172,0.5072
5622,0.3125,0.3943,0.39,0.48,0.4848
5623,0.3123,0.3614,0.3966,0.4682,0.4654
5624,0.3249,0.362,0.4088,0.4507,0.4803
5625,0.3094,0.3375,0.4284,0.448,0.4895
5626,0.3089,0.3614,0.4151,0.448,0.4838
5627,0.3144,0.3616,0.4309,0.4601,0.4855
5628,0.3064,0.3731,0.3981,0.4457,0.4887
5629,0.3141,0.3473,0.415,0.4411,0.4778
5630,0.3154,0.3525,0.4309,0.4448,0.5015
5631,0.3138,0.3818,0.4,0.443,0.4768
5632,0.3104,0.357,0.424,0.4666,0.4671
5633,0.3168,0.3729,0.3937,0.4719,0.4805
5634,0.3089,0.3468,0.422,0.4696,0.4972
5635,0.3185,0.3691,0.4013,0.4241,0.5042
5636,0.3108,0.3563,0.3995,0.454,0.4832
5637,0.3123,0.3742,0.4317,0.4749,0.4964
5638,0.3075,0.3733,0.409,0.454,0.495
5639,0.3081,0.3845,0.4098,0.461,0.4742
5640,0.321,0.3709,0.4225,0.45,0.4743
5641,0.3182,0.3561,0.4119,0.4592,0.4835
5642,0.3143,0.3879,0.4282,0.4693,0.4779
5643,0.309,0.3865,0.4192,0.4536,0.4761
5644,0.3157,0.3618,0.4174,0.469,0.4639
5645,0.3058,0.3692,0.411,0.4451,0.478
5646,0.3269,0.3745,0.3873,0.4273,0.4831
5647,0.3082,0.377,0.403,0.461,0.4726
5648,0.3198,0.3661,0.4085,0.4687,0.4688
5649,0.3113,0.3741,0.4039,0.462,0.4643
5650,0.3136,0.3767,0.3825,0.4476,0.4745
5651,0.3186,0.3769,0.4114,0.4695,0.4764
5652,0.311,0.3701,0.399,0.4438,0.4766
5653,0.3208,0.3544,0.3857,0.4641,0.5015
5654,0.3138,0.3645,0.4218,0.4404,0.4765
5655,0.3198,0.3428,0.3847,0.4435,0.4701
5656,0.3093,0.3608,0.4191,0.4352,0.5008
5657,0.3186,0.3581,0.4203,0.4627,0.4715
5658,0.3097,0.3861,0.4048,0.459,0.4838
5659,0.3136,0.3719,0.4297,0.4598,0.4849
5660,0.3176,0.3862,0.3883,0.4474,0.4877
5661,0.3153,0.3733,0.4237,0.4617,0.4738
5662,0.3192,0.3503,0.4151,0.4365,0.4886
5663,0.322,0.3788,0.391,0.4665,0.4849
5664,0.3217,0.3613,0.4376,0.4432,0.4954
5665,0.3101,0.358,0.409,0.4243,0.485
5666,0.3255,0.3585,0.3964,0.4381,0.4996
5667,0.3157,0.3904,0.4151,0.4329,0.474
5668,0.3103,0.3827,0.4072,0.4318,0.5003
5669,0.3107,0.3435,0.4156,0.4403,0.4855
5670,0.3224,0.3532,0.408,0.4707,0.4993
5671,0.3096,0.35,0.4242,0.4358,0.4541
5672,0.309,0.3694,0.389,0.4505,0.4755
5673,0.3152,0.3742,0.4104,0.4658,0.485
5674,0.3189,0.3764,0.4278,0.4457,0.4616
5675,0.3198,0.3534,0.4251,0.4512,0.4761
5676,0.3165,0.3598,0.4265,0.4443,0.4847
5677,0.3218,0.3819,0.4082,0.4494,0.4627
5678,0.3146,0.3607,0.4052,0.427,0.4786
5679,0.3091,0.3579,0.4004,0.4694,0.4845
5680,0.3045,0.3707,0.404,0.4596,0.459
5681,0.3164,0.3729,0.389,0.4521,0.4758
5682,0.3133,0.3777,0.4198,0.4509,0.4643
5683,0.3153,0.3645,0.43,0.4467,0.4857
5684,0.3031,0.3638,0.4111,0.4373,0.4687
5685,0.31,0.3702,0.3987,0.4469,0.4618
5686,0.3133,0.3634,0.4091,0.4593,0.4773
5687,0.3127,0.3515,0.4297,0.4675,0.4967
5688,0.3231,0.3692,0.3891,0.4503,0.4665
5689,0.3182,0.3762,0.4076,0.4316,0.48
5690,0.3149,0.3688,0.4104,0.4383,0.4641
5691,0.3148,0.3594,0.4177,0.4306,0.4865
5692,0.3119,0.3813,0.4435,0.4523,0.4643
5693,0.3131,0.3772,0.4004,0.4213,0.4849
5694,0.3201,0.3809,0.3999,0.4479,0.4965
5695,0.3172,0.356,0.4109,0.4726,0.481
5696,0.3222,0.3665,0.4222,0.4495,0.459
5697,0.3181,0.3689,0.4194,0.4451,0.4773
5698,0.3223,0.3764,0.407,0.4505,0.4618
5699,0.3112,0.3525,0.3988,0.4298,0.4659
5700,0.318,0.3793,0.404,0.4624,0.4885
5701,0.3205,0.3495,0.409,0.439,0.4846
5702,0.3047,0.3626,0.3916,0.4485,0.473
5703,0.3257,0.3596,0.396,0.435,0.4809
5704,0.3094,0.3363,0.403,0.4604,0.4946
5705,0.3118,0.3773,0.3841,0.4384,0.4634
5706,0.3134,0.3519,0.4187,0.469,0.4862
5707,0.3197,0.3494,0.4334,0.4454,0.4892
5708,0.3213,0.351,0.4281,0.4441,0.4922
5709,0.3134,0.367,0.41,0.4506,0.4895
5710,0.3228,0.3685,0.4199,0.4531,0.4705
5711,0.3164,0.3564,0.3994,0.45,0.4837
5712,0.3128,0.3523,0.3995,0.467,0.463
5713,0.3099,0.3526,0.4108,0.4331,0.48
5714,0.3219,0.34,0.3903,0.4513,0.4666
5715,0.3115,0.3559,0.436,0.4658,0.4905
5716,0.3223,0.3598,0.4211,0.4479,0.4757
5717,0.3191,0.3681,0.417,0.444,0.5021
5718,0.3181,0.3623,0.4082,0.4616,0.4753
5719,0.3186,0.3823,0.4054,0.4561,0.4684
5720,0.3221,0.3522,0.4125,0.4594,0.4914
5721,0.3119,0.3548,0.4118,0.434,0.461
5722,0.3174,0.3663,0.4017,0.4378,0.4857
5723,0.3226,0.3745,0.399,0.4461,0.4677
5724,0.3132,0.3577,0.4069,0.4384,0.4834
5725,0.3279,0.3809,0.4241,0.4468,0.4671
5726,0.315,0.3657,0.4291,0.4498,0.4869
5727,0.3321,0.3696,0.4092,0.463,0.4757
5728,0.3086,0.3652,0.4002,0.4553,0.4771
5729,0.3217,0.3504,0.4255,0.4271,0.4738
5730,0.3081,0.3593,0.4211,0.4543,0.4837
5731,0.3286,0.3786,0.4163,0.4291,0.5007
5732,0.3182,0.3541,0.419,0.4483,0.4943
5733,0.3245,0.37,0.3941,0.4669,0.4663
5734,0.3133,0.3679,0.4122,0.4671,0.4777
5735,0.3201,0.3477,0.4246,0.4643,0.4785
5736,0.3139,0.3665,0.4212,0.4501,0.4563
5737,0.3153,0.3566,0.4151,0.4337,0.4836
5738,0.3181,0.3814,0.4207,0.4453,0.4898
5739,0.3207,0.3586,0.407,0.4426,0.4779
5740,0.3167,0.369,0.4229,0.4679,0.4706
5741,0.3235,0.3429,0.4348,0.4727,0.4677
5742,0.3178,0.3579,0.4202,0.4614,0.4966
5743,0.3181,0.3386,0.4134,0.4489,0.4631
5744,0.3109,0.3661,0.3876,0.4479,0.4675
5745,0.3224,0.3665,0.4285,0.459,0.4774
5746,0.3271,0.3773,0.3912,0.4425,0.4866
5747,0.3065,0.382,0.4069,0.4534,0.4653
5748,0.3152,0.3733,0.3953,0.4386,0.48
5749,0.3134,0.3545,0.3975,0.4501,0.4808
5750,0.3056,0.3686,0.4221,0.4794,0.4518
5751,0.313,0.3639,0.4079,0.4689,0.4819
5752,0.3175,0.3453,0.4174,0.4731,0.5018
5753,0.3115,0.388,0.4285,0.4538,0.4828
5754,0.3123,0.3612,0.4151,0.4334,0.4852
5755,0.3151,0.3799,0.4252,0.4257,0.4737
5756,0.3205,0.3774,0.4428,0.4297,0.4449
5757,0.3268,0.3533,0.4166,0.4555,0.4814
5758,0.3136,0.3754,0.426,0.451,0.4669
5759,0.3123,0.3502,0.4001,0.4295,0.4663
5760,0.3049,0.3598,0.4065,0.4513,0.4721
5761,0.314,0.3833,0.3917,0.4477,0.4679
5762,0.3161,0.3671,0.4131,0.4423,0.4615
5763,0.3252,0.3544,0.4163,0.4496,0.4755
5764,0.3099,0.3734,0.4151,0.4503,0.4892
5765,0.3124,0.3607,0.4307,0.4507,0.4747
5766,0.3133,0.3606,0.4249,0.4577,0.4989
5767,0.3137,0.3694,0.4405,0.4585,0.4635
5768,0.3146,0.3649,0.4248,0.4713,0.469
5769,0.3262,0.3519,0.4221,0.4289,0.5017
5770,0.3066,0.3483,0.4099,0.4503,0.4812
5771,0.3193,0.354,0.3765,0.4424,0.4795
5772,0.3206,0.3527,0.402,0.4617,0.4868
5773,0.3106,0.3963,0.4252,0.4428,0.4732
5774,0.3254,0.3639,0.4381,0.4675,0.47
5775,0.3201,0.3801,0.4113,0.4371,0.4646
5776,0.3128,0.3764,0.4094,0.4501,0.4772
5777,0.321,0.3897,0.4193,0.4688,0.4909
5778,0.323,0.369,0.409,0.474,0.4565
5779,0.3125,0.3691,0.4184,0.4615,0.4891
5780,0.3052,0.374,0.4264,0.4585,0.4827
5781,0.321,0.3578,0.4145,0.4597,0.4575
5782,0.3104,0.3624,0.415,0.4438,0.47
5783,0.3119,0.3778,0.3957,0.4335,0.4876
5784,0.3108,0.3478,0.4152,0.454,0.4696
5785,0.3242,0.3772,0.4263,0.452,0.4959
5786,0.3181,0.3721,0.4198,0.4489,0.4668
5787,0.3256,0.3577,0.4043,0.4354,0.4716
5788,0.3157,0.3838,0.4006,0.4319,0.4636
5789,0.3188,0.369,0.4509,0.4589,0.4954
5790,0.3097,0.3378,0.4274,0.4523,0.4904
5791,0.3152,0.3612,0.426,0.4591,0.4793
5792,0.3212,0.3882,0.4063,0.457,0.4871
5793,0.3103,0.3751,0.4203,0.4357,0.4814
5794,0.3162,0.3817,0.3822,0.449,0.4673
5795,0.3149,0.364,0.4117,0.4643,0.4684
5796,0.3187,0.3691,0.4079,0.4565,0.4899
5797,0.3205,0.345,0.4077,0.4556,0.4792
5798,0.3185,0.3486,0.4171,0.448,0.4874
5799,0.3157,0.3681,0.3982,0.4601,0.4698
5800,0.3171,0.3436,0.3975,0.4335,0.476
5801,0.3162,0.3769,0.4089,0.4713,0.4661
5802,0.3172,0.3601,0.4182,0.4327,0.4818
5803,0.3134,0.3715,0.4019,0.4425,0.4871
5804,0.3107,0.3629,0.4206,0.4419,0.4612
5805,0.3135,0.3601,0.4038,0.4456,0.4705
5806,0.3129,0.3549,0.4099,0.4574,0.4714
5807,0.31,0.368,0.4272,0.4672,0.4715
5808,0.3273,0.3643,0.3996,0.4535,0.4861
5809,0.3205,0.4044,0.4075,0.4459,0.4745
5810,0.3181,0.344,0.4074,0.4227,0.4768
5811,0.308,0.362,0.4057,0.4697,0.4703
5812,0.3173,0.3543,0.4337,0.4427,0.4762
5813,0.3124,0.3828,0.4119,0.4635,0.4684
5814,0.3055,0.3582,0.4025,0.4713,0.4626
5815,0.3181,0.3638,0.4278,0.4382,0.4788
5816,0.3176,0.3518,0.4079,0.4263,0.4688
5817,0.317,0.3691,0.4118,0.448,0.4672
5818,0.3197,0.3748,0.4031,0.4184,0.4983
5819,0.3167,0.3663,0.4164,0.4535,0.4635
5820,0.3087,0.3736,0.4035,0.4416,0.4774
5821,0.3264,0.3711,0.4101,0.4527,0.4916
5822,0.3141,0.3795,0.4065,0.4638,0.498
5823,0.3204,0.3739,0.4027,0.4485,0.4692
5824,0.3237,0.3672,0.4244,0.4749,0.4763
5825,0.3141,0.3682,0.4022,0.4351,0.4899
5826,0.3141,0.3767,0.4284,0.4572,0.4735
5827,0.322,0.3709,0.3973,0.4637,0.468
5828,0.3299,0.3609,0.4074,0.4547,0.4963
5829,0.3084,0.3625,0.4078,0.4568,0.4831
5830,0.3204,0.375,0.4176,0.4522,0.4843
5831,0.305,0.386,0.4102,0.4585,0.4845
5832,0.3084,0.3896,0.4092,0.4424,0.4852
5833,0.3139,0.3677,0.4347,0.4663,0.4868
5834,0.3154,0.3671,0.4268,0.4326,0.4732
5835,0.3301,0.3539,0.4003,0.4607,0.501
5836,0.3158,0.3589,0.3968,0.4625,0.4663
5837,0.3096,0.3884,0.4299,0.4223,0.4736
5838,0.3206,0.3415,0.4168,0.4585,0.4634
5839,0.3078,0.3637,0.4164,0.4411,0.4883
5840,0.3029,0.3509,0.3889,0.4589,0.4849
5841,0.3296,0.3747,0.4198,0.4413,0.4867
5842,0.3151,0.3807,0.4056,0.4289,0.5147
5843,0.3191,0.3577,0.4091,0.4373,0.4827
5844,0.3216,0.3589,0.4022,0.4509,0.4872
5845,0.3137,0.3589,0.4115,0.4721,0.4782
5846,0.317,0.3712,0.4139,0.4638,0.483
5847,0.3032,0.3738,0.4083,0.4424,0.4527
5848,0.3156,0.3765,0.422,0.4477,0.4717
5849,0.3099,0.3736,0.3993,0.4385,0.4906
5850,0.3091,0.3615,0.4138,0.4493,0.48
5851,0.3152,0.3632,0.4258,0.4378,0.483
5852,0.3124,0.365,0.389,0.449,0.4595
5853,0.3244,0.3697,0.4017,0.448,0.4784
5854,0.318,0.343,0.4027,0.4394,0.4688
5855,0.31,0.3692,0.4206,0.4483,0.4626
5856,0.3132,0.3619,0.4213,0.4381,0.4829
5857,0.3183,0.3605,0.3838,0.4774,0.4774
5858,0.3155,0.3648,0.4084,0.4636,0.486
5859,0.3139,0.3659,0.3822,0.4632,0.4854
5860,0.3225,0.3612,0.4121,0.4359,0.4928
5861,0.3119,0.3807,0.4108,0.4358,0.4968
5862,0.3193,0.3502,0.399,0.4551,0.4775
5863,0.3141,0.3907,0.4249,0.441,0.4651
5864,0.3158,0.3711,0.4055,0.4551,0.5054
5865,0.3132,0.3739,0.4438,0.4498,0.5029
5866,0.3157,0.3587,0.3852,0.4269,0.4889
5867,0.3182,0.3561,0.4055,0.4215,0.4897
5868,0.3186,0.3389,0.409,0.4426,0.4905
5869,0.3151,0.3911,0.3928,0.4361,0.4969
5870,0.3285,0.3621,0.4236,0.4567,0.466
5871,0.3251,0.3432,0.4026,0.4512,0.4874
5872,0.3216,0.3555,0.4171,0.4412,0.4623
5873,0.3104,0.3549,0.4244,0.4611,0.4895
5874,0.3143,0.3666,0.3968,0.4806,0.4806
5875,0.3175,0.3549,0.4078,0.4485,0.4728
5876,0.3118,0.3713,0.3972,0.4642,0.479
5877,0.3197,0.3703,0.4028,0.4427,0.4843
5878,0.318,0.3625,0.3951,0.4432,0.4759
5879,0.3109,0.348,0.4195,0.4218,0.4851
5880,0.316,0.377,0.4178,0.4521,0.5041
5881,0.3139,0.356,0.4154,0.469,0.4807
5882,0.3195,0.3863,0.4292,0.4555,0.4603
5883,0.3102,0.3743,0.3842,0.4572,0.4728
5884,0.3106,0.3815,0.3852,0.4611,0.4785
5885,0.3135,0.3736,0.3901,0.4415,0.4661
5886,0.3166,0.3598,0.4038,0.4379,0.4764
5887,0.3204,0.3567,0.3963,0.4551,0.4641
5888,0.3147,0.3684,0.4034,0.4754,0.4853
5889,0.3219,0.3771,0.4238,0.4368,0.4563
5890,0.314,0.376,0.3933,0.4477,0.4777
5891,0.3141,0.3676,0.4077,0.4555,0.4781
5892,0.326,0.3472,0.4175,0.4467,0.4782
5893,0.3176,0.3599,0.4168,0.4497,0.466
5894,0.318,0.366,0.4274,0.4609,0.4961
5895,0.3218,0.3616,0.4141,0.465,0.4788
5896,0.3157,0.3761,0.3866,0.4478,0.4545
5897,0.319,0.3579,0.3975,0.4561,0.4657
5898,0.3137,0.3567,0.4028,0.4512,0.493
5899,0.3072,0.3629,0.4205,0.4459,0.4643
5900,0.3168,0.3382,0.3872,0.4414,0.4919
5901,0.3203,0.3677,0.4052,0.4435,0.4918
5902,0.3191,0.3704,0.4079,0.4697,0.4608
5903,0.3129,0.3639,0.3904,0.4449,0.5027
5904,0.3097,0.3627,0.3889,0.437,0.4562
5905,0.3083,0.3742,0.4317,0.4468,0.4703
5906,0.311,0.36,0.4337,0.4567,0.4802
5907,0.3226,0.3712,0.4079,0.4333,0.4691
5908,0.3132,0.3616,0.4185,0.4433,0.472
5909,0.3183,0.3516,0.422,0.4447,0.4646
5910,0.3106,0.3722,0.4202,0.4679,0.4679
5911,0.326,0.3318,0.4257,0.4147,0.4658
5912,0.3186,0.361,0.4138,0.4479,0.4432
5913,0.3158,0.3803,0.4185,0.4675,0.4793
5914,0.3092,0.3639,0.4075,0.4474,0.4934
5915,0.318,0.3726,0.4168,0.4479,0.4609
5916,0.3067,0.3702,0.4257,0.4387,0.4796
5917,0.3214,0.3578,0.4166,0.4363,0.4675
5918,0.3206,0.3686,0.4175,0.4473,0.4767
5919,0.301,0.3587,0.443,0.4587,0.4676
5920,0.3085,0.3779,0.4253,0.4498,0.4792
5921,0.3224,0.3749,0.4077,0.444,0.4672
5922,0.3149,0.3605,0.4282,0.4375,0.4767
5923,0.321,0.3655,0.4286,0.4391,0.4737
5924,0.3183,0.3684,0.4358,0.4695,0.4874
5925,0.3252,0.387,0.3979,0.4287,0.4977
5926,0.3159,0.3782,0.4157,0.4632,0.4849
5927,0.3149,0.3579,0.3932,0.4406,0.4575
5928,0.3239,0.3667,0.4005,0.4483,0.4776
5929,0.3015,0.3771,0.4081,0.4344,0.4873
5930,0.317,0.351,0.4057,0.4596,0.4591
5931,0.318,0.3647,0.4334,0.4715,0.4694
5932,0.3103,0.3894,0.4289,0.4579,0.4781
5933,0.3199,0.3822,0.397,0.4595,0.478
5934,0.3271,0.3531,0.4118,0.4516,0.4742
5935,0.3113,0.3605,0.4023,0.4818,0.4617
5936,0.314,0.3546,0.4079,0.4597,0.4831
5937,0.3164,0.3766,0.4114,0.4373,0.4803
5938,0.3158,0.3661,0.3929,0.4614,0.4539
5939,0.3154,0.3732,0.4244,0.4534,0.4785
5940,0.3156,0.3799,0.4104,0.4575,0.4741
5941,0.302,0.3769,0.4169,0.428,0.5023
5942,0.32,0.3622,0.4233,0.4331,0.4982
5943,0.3154,0.3486,0.4093,0.4609,0.4505
5944,0.3213,0.3681,0.4243,0.4629,0.4746
5945,0.313,0.3629,0.4075,0.4365,0.4812
5946,0.3188,0.345,0.3802,0.4397,0.4791
5947,0.3197,0.3679,0.4113,0.4395,0.4851
5948,0.3194,0.3752,0.4146,0.4589,0.4908
5949,0.3072,0.3559,0.4271,0.4362,0.4599
5950,0.3269,0.3531,0.4144,0.46,0.4919
5951,0.3182,0.3674,0.4275,0.4347,0.5088
5952,0.3146,0.3683,0.4212,0.4546,0.4782
5953,0.3168,0.367,0.4173,0.4499,0.479
5954,0.323,0.3563,0.4198,0.428,0.4842
5955,0.3179,0.3578,0.4189,0.4574,0.4686
5956,0.3116,0.3674,0.4014,0.4485,0.484
5957,0.3143,0.3669,0.3833,0.4451,0.4912
5958,0.3013,0.3922,0.3978,0.4501,0.4899
5959,0.3133,0.3542,0.4231,0.4381,0.4999
5960,0.3122,0.3729,0.3985,0.4397,0.4799
5961,0.3166,0.3646,0.3927,0.4698,0.4879
5962,0.3217,0.3694,0.4444,0.4577,0.4786
5963,0.3148,0.3645,0.4054,0.4248,0.4664
5964,0.3231,0.3533,0.408,0.4468,0.4744
5965,0.3127,0.3809,0.4178,0.4528,0.4601
5966,0.3061,0.3795,0.4155,0.4606,0.4716
5967,0.311,0.3698,0.3873,0.4589,0.4915
5968,0.3127,0.3487,0.4055,0.4562,0.4818
5969,0.3131,0.3646,0.4218,0.4623,0.4597
5970,0.3242,0.3797,0.4133,0.4478,0.4637
5971,0.313,0.3634,0.4156,0.4657,0.5014
5972,0.3076,0.3513,0.4058,0.4514,0.4956
5973,0.315,0.3812,0.3953,0.4289,0.4871
5974,0.321,0.368,0.4329,0.4558,0.4849
5975,0.312,0.3623,0.4192,0.4458,0.4697
5976,0.3217,0.3902,0.4134,0.4347,0.4949
5977,0.3144,0.375,0.3904,0.4637,0.4805
5978,0.3192,0.3587,0.4276,0.4374,0.4583
5979,0.3104,0.3538,0.4271,0.4447,0.4909
5980,0.3131,0.3569,0.4131,0.4404,0.4699
5981,0.3116,0.3792,0.3953,0.4541,0.4579
5982,0.3079,0.3612,0.4101,0.4502,0.4821
5983,0.3226,0.3545,0.4072,0.4399,0.4955
5984,0.3198,0.3675,0.4185,0.4528,0.4832
5985,0.3091,0.3683,0.4323,0.4401,0.4724
5986,0.3148,0.3646,0.4227,0.4419,0.4602
5987,0.3151,0.3801,0.4333,0.4634,0.4791
5988,0.3128,0.3707,0.4118,0.4446,0.4638
5989,0.3192,0.3569,0.4101,0.4481,0.4647
5990,0.3132,0.3666,0.428,0.4613,0.467
5991,0.3136,0.3822,0.4328,0.4241,0.4813
5992,0.3105,0.34,0.425,0.4519,0.4955
5993,0.3187,0.3675,0.4292,0.4659,0.4989
5994,0.3135,0.3496,0.3939,0.4402,0.4804
5995,0.3217,0.363,0.402,0.4558,0.4572
5996,0.3224,0.3751,0.4016,0.424,0.4751
5997,0.3216,0.3687,0.4203,0.4616,0.4956
5998,0.3129,0.379,0.4144,0.4532,0.4677
5999,0.3214,0.3586,0.4257,0.4587,0.4871
6000,0.3129,0.3779,0.4278,0.4224,0.4836
6001,0.3059,0.3433,0.4107,0.4552,0.4923
6002,0.312,0.384,0.4122,0.4243,0.4539
6003,0.3211,0.3578,0.4259,0.4436,0.483
6004,0.3056,0.3567,0.4241,0.452,0.4933
6005,0.3212,0.3493,0.4213,0.4342,0.4818
6006,0.3198,0.3605,0.3956,0.4581,0.4671
6007,0.3172,0.3871,0.4329,0.4463,0.4665
6008,0.3202,0.3799,0.415,0.4713,0.4908
6009,0.3133,0.382,0.3947,0.4713,0.4611
6010,0.3101,0.3676,0.388,0.4309,0.5038
6011,0.3203,0.3649,0.4173,0.4551,0.4604
6012,0.3272,0.3489,0.4228,0.4484,0.4573
6013,0.3088,0.3699,0.41,0.4375,0.4888
6014,0.3039,0.3704,0.4267,0.4321,0.4754
6015,0.3192,0.3828,0.3958,0.4565,0.4909
6016,0.312,0.3557,0.4137,0.4539,0.4809
6017,0.3119,0.345,0.4251,0.4482,0.4871
6018,0.3117,0.3622,0.4094,0.4617,0.4999
6019,0.3171,0.3601,0.4059,0.4479,0.4723
6020,0.3164,0.3503,0.4022,0.4365,0.4729
6021,0.3109,0.3493,0.4199,0.4589,0.4768
6022,0.3093,0.3713,0.4011,0.4486,0.4845
6023,0.3224,0.3643,0.409,0.4506,0.4962
6024,0.3173,0.3442,0.4032,0.4519,0.4723
6025,0.3174,0.3699,0.3961,0.4575,0.4848
6026,0.3283,0.3932,0.4075,0.4399,0.4975
