Iteration,Proportion Test,Proportion Test (Sim Results Dual1High.Csv),Proportion Test (Sim Results Dual2High.Csv),Proportion Test (Sim Results Dual3High.Csv),Proportion Test (Sim Results Dual4High.Csv)
506,0.3171,0.4247,0.4526,0.4924,0.5044
507,0.3145,0.4002,0.4227,0.463,0.539
508,0.3153,0.4052,0.423,0.4878,0.5248
509,0.3214,0.3914,0.4457,0.4876,0.5044
510,0.3241,0.3849,0.4186,0.4917,0.5181
511,0.3228,0.3885,0.464,0.4866,0.5084
512,0.3278,0.404,0.4618,0.4861,0.5153
513,0.3125,0.3754,0.4388,0.4594,0.5103
514,0.3116,0.3883,0.4503,0.4779,0.5095
515,0.3199,0.4024,0.4475,0.4992,0.5112
516,0.3113,0.4041,0.4331,0.4913,0.5153
517,0.3071,0.3841,0.4459,0.4831,0.5226
518,0.3193,0.3772,0.4325,0.4987,0.5097
519,0.3234,0.3711,0.4305,0.4886,0.5175
520,0.3148,0.3785,0.4601,0.4918,0.5119
521,0.3195,0.4054,0.4446,0.4945,0.5161
522,0.3087,0.3996,0.4317,0.4831,0.5039
523,0.3232,0.3947,0.4399,0.4953,0.5194
524,0.3159,0.3893,0.4295,0.4842,0.5263
525,0.3164,0.416,0.4511,0.4885,0.5111
526,0.3201,0.3825,0.4465,0.4915,0.5133
527,0.3122,0.3939,0.4324,0.4886,0.5021
528,0.3113,0.3872,0.4532,0.4954,0.519
529,0.308,0.3995,0.4628,0.5047,0.5094
530,0.317,0.3758,0.4352,0.4892,0.5107
531,0.3098,0.4132,0.459,0.4803,0.5206
532,0.3164,0.3897,0.4672,0.4857,0.5146
533,0.3128,0.3987,0.4444,0.4836,0.5126
534,0.3039,0.4121,0.4457,0.4878,0.5167
535,0.323,0.3917,0.4603,0.4888,0.5042
536,0.321,0.3922,0.4649,0.4869,0.5126
537,0.3115,0.3704,0.4451,0.492,0.5116
538,0.3122,0.3945,0.4851,0.4777,0.5253
539,0.3208,0.418,0.4452,0.4873,0.5225
540,0.3101,0.3884,0.4429,0.491,0.5138
541,0.3175,0.4042,0.4431,0.496,0.5041
542,0.3253,0.3789,0.4294,0.485,0.5043
543,0.3252,0.4158,0.4517,0.4957,0.5059
544,0.3127,0.3811,0.4594,0.4896,0.5056
545,0.3218,0.3907,0.4746,0.4615,0.5092
546,0.3112,0.4133,0.4516,0.4732,0.5009
547,0.3162,0.3838,0.4233,0.4815,0.5194
548,0.3221,0.4038,0.4522,0.481,0.5272
549,0.3133,0.395,0.4395,0.4903,0.518
550,0.3144,0.3739,0.4208,0.4723,0.5025
551,0.3043,0.3829,0.4566,0.484,0.5075
552,0.3137,0.3725,0.4147,0.4874,0.5133
553,0.3185,0.3875,0.4448,0.4943,0.5212
554,0.3124,0.4105,0.4426,0.5022,0.5174
555,0.3141,0.4226,0.4645,0.4895,0.5252
556,0.3137,0.3917,0.4303,0.4805,0.5154
557,0.3145,0.4138,0.4313,0.4917,0.5212
558,0.3139,0.3794,0.4296,0.4924,0.5103
559,0.3212,0.3873,0.4573,0.475,0.5128
560,0.3214,0.3827,0.4575,0.49,0.5203
561,0.323,0.4138,0.4516,0.499,0.5163
562,0.3125,0.3867,0.4393,0.4836,0.499
563,0.3171,0.3952,0.4791,0.4994,0.5159
564,0.3163,0.3934,0.4247,0.4874,0.52
565,0.3149,0.3954,0.4645,0.4855,0.4964
566,0.3157,0.4116,0.4308,0.4712,0.5136
567,0.312,0.3905,0.4328,0.4695,0.5181
568,0.3087,0.4156,0.4506,0.4846,0.5039
569,0.3199,0.3996,0.4628,0.506,0.5068
570,0.305,0.392,0.4587,0.4955,0.5187
571,0.3123,0.406,0.4552,0.4907,0.5211
572,0.3181,0.4077,0.4464,0.4981,0.5158
573,0.3155,0.3952,0.4535,0.4896,0.5249
574,0.3148,0.3905,0.4627,0.5043,0.527
575,0.3173,0.3856,0.4518,0.4953,0.5169
576,0.308,0.396,0.4263,0.5104,0.5173
577,0.3192,0.4108,0.4541,0.4891,0.5102
578,0.3147,0.3936,0.464,0.4821,0.4984
579,0.3207,0.3922,0.4224,0.477,0.5193
580,0.3207,0.409,0.4513,0.4712,0.5127
581,0.3138,0.4066,0.4306,0.4669,0.5144
582,0.3145,0.3831,0.4288,0.4992,0.5119
583,0.3215,0.3958,0.4465,0.5055,0.5043
584,0.3141,0.3851,0.4542,0.5026,0.4998
585,0.3153,0.3817,0.4684,0.4938,0.5258
586,0.3133,0.3729,0.4506,0.4938,0.5133
587,0.3208,0.4112,0.4598,0.4684,0.523
588,0.3191,0.3789,0.4463,0.4942,0.5171
589,0.3224,0.4155,0.4535,0.4874,0.5128
590,0.3101,0.4072,0.4527,0.492,0.5255
591,0.3152,0.3876,0.433,0.4939,0.5268
592,0.315,0.4078,0.4643,0.4933,0.5201
593,0.3209,0.409,0.4449,0.4881,0.513
594,0.3253,0.4142,0.4326,0.4811,0.5133
595,0.3098,0.4094,0.4195,0.5018,0.5157
596,0.3113,0.3798,0.4326,0.4887,0.5046
597,0.3082,0.3972,0.4343,0.4972,0.5171
598,0.3076,0.4072,0.4495,0.4953,0.5091
599,0.3102,0.3896,0.458,0.4998,0.529
600,0.3199,0.3876,0.4536,0.4828,0.5226
601,0.3101,0.3694,0.4368,0.5053,0.5195
602,0.3108,0.3713,0.4489,0.4854,0.5152
603,0.3202,0.3995,0.4526,0.4963,0.5148
604,0.3092,0.3998,0.4592,0.4961,0.5073
605,0.3134,0.3731,0.457,0.5072,0.5125
606,0.3194,0.384,0.4368,0.4742,0.5039
607,0.3119,0.3868,0.44,0.4868,0.5075
608,0.3095,0.3994,0.4598,0.4851,0.5081
609,0.3051,0.4066,0.4412,0.4825,0.5116
610,0.3071,0.386,0.4408,0.5,0.5246
611,0.3231,0.4167,0.4534,0.4915,0.5186
612,0.3116,0.406,0.4218,0.4845,0.5211
613,0.3224,0.3946,0.422,0.4889,0.5186
614,0.3172,0.4149,0.4532,0.4767,0.5104
615,0.3278,0.405,0.4669,0.5122,0.5057
616,0.3192,0.3679,0.4671,0.4793,0.5153
617,0.3102,0.3979,0.4497,0.4884,0.5305
618,0.3187,0.4066,0.4588,0.4913,0.5166
619,0.3154,0.392,0.4446,0.4804,0.5165
620,0.3153,0.3928,0.4436,0.4874,0.5282
621,0.3152,0.3778,0.4399,0.4783,0.517
622,0.3023,0.4045,0.4086,0.4884,0.5082
623,0.3227,0.409,0.4533,0.4718,0.5319
624,0.3262,0.3784,0.4258,0.5096,0.5213
625,0.3277,0.3764,0.4569,0.4774,0.514
626,0.3195,0.3734,0.4461,0.4847,0.5172
627,0.3096,0.3935,0.4585,0.5041,0.523
628,0.3183,0.3787,0.4772,0.4689,0.5216
629,0.3106,0.3768,0.4449,0.5057,0.5068
630,0.3192,0.3817,0.4356,0.4934,0.5165
631,0.3102,0.4068,0.4488,0.4723,0.5276
632,0.3078,0.3952,0.466,0.4829,0.499
633,0.3194,0.3865,0.4745,0.4883,0.5133
634,0.3253,0.3961,0.458,0.493,0.5109
635,0.3152,0.4249,0.4537,0.497,0.5127
636,0.3225,0.3741,0.4558,0.5103,0.5267
637,0.3212,0.3919,0.4414,0.4927,0.5243
638,0.3109,0.3972,0.4502,0.4603,0.5193
639,0.3171,0.3905,0.4702,0.4751,0.5236
640,0.3156,0.4004,0.4482,0.4992,0.5243
641,0.3125,0.3861,0.4486,0.4952,0.5068
642,0.3247,0.374,0.4417,0.501,0.508
643,0.3238,0.3932,0.4291,0.4814,0.5268
644,0.3217,0.3877,0.4538,0.4836,0.5014
645,0.3198,0.3788,0.4619,0.4932,0.5058
646,0.3153,0.3877,0.4474,0.4837,0.5222
647,0.3079,0.4165,0.4643,0.4982,0.5029
648,0.3174,0.3978,0.4439,0.5125,0.521
649,0.3278,0.3737,0.4541,0.4807,0.5167
650,0.3206,0.4038,0.4495,0.49,0.504
651,0.314,0.4114,0.4602,0.4938,0.5087
652,0.3216,0.399,0.4445,0.4816,0.5132
653,0.3178,0.401,0.449,0.4856,0.5193
654,0.3154,0.3779,0.44,0.472,0.5104
655,0.3159,0.3843,0.4613,0.4958,0.5101
656,0.3156,0.3978,0.4204,0.4862,0.5018
657,0.32,0.372,0.4411,0.4967,0.4999
658,0.3246,0.3902,0.4387,0.4799,0.5136
659,0.3149,0.423,0.4357,0.4948,0.5106
660,0.3297,0.3808,0.4495,0.48,0.5235
661,0.3085,0.4056,0.4506,0.4764,0.5172
662,0.3142,0.4154,0.4634,0.488,0.5191
663,0.3094,0.4167,0.4673,0.4932,0.5008
664,0.32,0.3822,0.4233,0.4798,0.5162
665,0.3114,0.4006,0.4515,0.4889,0.5173
666,0.3229,0.4042,0.4689,0.4667,0.5158
667,0.3184,0.3791,0.4623,0.4915,0.5172
668,0.3129,0.4022,0.4301,0.4926,0.506
669,0.3164,0.4186,0.4498,0.4936,0.513
670,0.3198,0.4094,0.4494,0.4892,0.5183
671,0.3205,0.4155,0.4168,0.5037,0.5101
672,0.3059,0.3753,0.4394,0.4784,0.5282
673,0.3179,0.3841,0.4504,0.4933,0.5133
674,0.3089,0.4207,0.4578,0.4999,0.5333
675,0.3153,0.4177,0.4531,0.4645,0.5141
676,0.3134,0.3921,0.4267,0.4977,0.5177
677,0.3107,0.397,0.4309,0.4831,0.5301
678,0.3118,0.3961,0.4131,0.505,0.5072
679,0.3189,0.3729,0.4374,0.466,0.5041
680,0.3307,0.4178,0.4567,0.5084,0.5175
681,0.3213,0.3917,0.4424,0.4923,0.496
682,0.3224,0.4255,0.4487,0.4931,0.4973
683,0.3138,0.3896,0.4432,0.4857,0.5071
684,0.3226,0.3642,0.4437,0.5007,0.4923
685,0.3165,0.3734,0.4302,0.4797,0.5221
686,0.3141,0.3861,0.4598,0.5015,0.5065
687,0.3176,0.3783,0.4343,0.4993,0.5055
688,0.3161,0.4113,0.4632,0.4914,0.5149
689,0.3146,0.3855,0.4473,0.474,0.5136
690,0.3203,0.4061,0.4702,0.5089,0.5189
691,0.321,0.3981,0.4531,0.4724,0.5127
692,0.3181,0.4027,0.4524,0.5125,0.523
693,0.312,0.3831,0.4472,0.5091,0.5088
694,0.3151,0.3748,0.4658,0.4975,0.5171
695,0.3194,0.4106,0.4429,0.5018,0.5152
696,0.3137,0.3817,0.4523,0.4906,0.5171
697,0.31,0.4126,0.4481,0.4946,0.5169
698,0.3066,0.3886,0.4711,0.4883,0.5202
699,0.313,0.3831,0.4488,0.4929,0.5238
700,0.3162,0.3841,0.4456,0.4926,0.5057
701,0.32,0.3738,0.4641,0.4825,0.5136
702,0.3101,0.4059,0.4549,0.4702,0.5166
703,0.3136,0.376,0.4559,0.4944,0.5201
704,0.3207,0.3907,0.4623,0.5017,0.5144
705,0.3117,0.4004,0.4226,0.48,0.5178
706,0.3169,0.4008,0.4441,0.4779,0.5128
707,0.3181,0.3827,0.4414,0.4849,0.508
708,0.3127,0.3959,0.424,0.4988,0.5226
709,0.3192,0.4193,0.4447,0.4983,0.5162
710,0.3157,0.4239,0.4565,0.4778,0.5107
711,0.3214,0.3952,0.4382,0.4909,0.5236
712,0.3113,0.4126,0.4439,0.4952,0.5228
713,0.3156,0.3855,0.4494,0.4887,0.5141
714,0.3175,0.3935,0.4534,0.4998,0.5217
715,0.3232,0.4095,0.4413,0.4844,0.5092
716,0.3193,0.404,0.4303,0.4899,0.5215
717,0.3158,0.3835,0.4505,0.4832,0.5241
718,0.3143,0.382,0.4381,0.4998,0.5088
719,0.3264,0.4138,0.4428,0.4902,0.5104
720,0.32,0.4077,0.4424,0.4697,0.5099
721,0.3279,0.3883,0.4441,0.4842,0.5237
722,0.3108,0.394,0.4748,0.5009,0.5129
723,0.3124,0.39,0.458,0.4882,0.5142
724,0.3278,0.3932,0.4588,0.4918,0.512
725,0.3048,0.4066,0.4633,0.474,0.5265
726,0.3174,0.3789,0.4294,0.4919,0.5116
727,0.3149,0.4115,0.4591,0.4898,0.5371
728,0.3296,0.4195,0.447,0.4868,0.5212
729,0.3151,0.4015,0.4422,0.4867,0.5172
730,0.3114,0.3959,0.4563,0.4766,0.5269
731,0.3104,0.3962,0.4592,0.5005,0.5225
732,0.3175,0.4095,0.4394,0.4816,0.5106
733,0.3131,0.4087,0.4706,0.4829,0.5137
734,0.3127,0.3986,0.462,0.484,0.5211
735,0.3215,0.3924,0.4546,0.5012,0.5249
736,0.3248,0.3965,0.4482,0.4844,0.5056
737,0.3168,0.4287,0.4668,0.4932,0.5147
738,0.3126,0.3859,0.4376,0.4829,0.5088
739,0.3044,0.4087,0.4437,0.4875,0.5216
740,0.314,0.3996,0.4753,0.5048,0.505
741,0.3206,0.4074,0.4279,0.4989,0.5194
742,0.3233,0.3911,0.4343,0.4805,0.5066
743,0.316,0.3951,0.4504,0.4823,0.5184
744,0.3098,0.3874,0.4451,0.492,0.5214
745,0.322,0.4022,0.4293,0.4734,0.4999
746,0.3086,0.3998,0.44,0.4941,0.5307
747,0.3136,0.3806,0.4513,0.476,0.5093
748,0.3054,0.4095,0.4397,0.4988,0.5126
749,0.3132,0.4078,0.4493,0.4816,0.4916
750,0.3122,0.3958,0.4681,0.5049,0.511
751,0.3149,0.4139,0.4628,0.4912,0.5319
752,0.3155,0.4114,0.4431,0.4781,0.521
753,0.3223,0.3954,0.441,0.488,0.5113
754,0.3184,0.4039,0.439,0.4817,0.5175
755,0.317,0.4091,0.4332,0.4843,0.5188
756,0.3105,0.3814,0.4586,0.4891,0.5076
757,0.3148,0.4132,0.4653,0.4776,0.5121
758,0.3128,0.4104,0.4517,0.4966,0.5274
759,0.3136,0.3959,0.4485,0.4732,0.5232
760,0.3165,0.3779,0.4548,0.4847,0.5172
761,0.3183,0.3793,0.4735,0.4998,0.52
762,0.3121,0.4085,0.458,0.4904,0.528
763,0.3115,0.389,0.4524,0.4775,0.5232
764,0.3106,0.3955,0.4226,0.4792,0.5169
765,0.3116,0.3929,0.4392,0.5,0.5205
766,0.3069,0.4014,0.4444,0.4852,0.5027
767,0.3057,0.4093,0.4309,0.4965,0.5117
768,0.3113,0.4151,0.4396,0.4728,0.5113
769,0.3086,0.3976,0.4363,0.488,0.5184
770,0.3128,0.3984,0.4287,0.4861,0.5213
771,0.3068,0.4036,0.4729,0.5069,0.5046
772,0.3158,0.4159,0.4531,0.4857,0.5241
773,0.3174,0.4087,0.4548,0.4726,0.517
774,0.3135,0.4022,0.4437,0.4998,0.5086
775,0.3149,0.4188,0.4487,0.4938,0.5244
776,0.3167,0.3844,0.4462,0.502,0.5127
777,0.3166,0.3793,0.4211,0.4979,0.5169
778,0.3066,0.4066,0.4694,0.4947,0.5099
779,0.3171,0.4029,0.4546,0.4892,0.5194
780,0.3186,0.4201,0.4496,0.4852,0.5159
781,0.3154,0.4044,0.4425,0.4587,0.5057
782,0.3092,0.4182,0.4533,0.5103,0.5336
783,0.3116,0.4081,0.4481,0.4835,0.5243
784,0.3078,0.3988,0.4488,0.5023,0.5074
785,0.301,0.4083,0.4264,0.472,0.5116
786,0.3199,0.3737,0.468,0.4843,0.5219
787,0.3077,0.4126,0.4477,0.5073,0.5289
788,0.3097,0.39,0.4686,0.4914,0.5027
789,0.3169,0.4155,0.4532,0.48,0.5192
790,0.3231,0.3924,0.459,0.4871,0.5108
791,0.3189,0.3877,0.455,0.4807,0.5131
792,0.3171,0.4106,0.4588,0.5131,0.5107
793,0.3078,0.3997,0.455,0.49,0.5036
794,0.3167,0.3901,0.4539,0.4949,0.499
795,0.321,0.4148,0.461,0.5075,0.5157
796,0.3125,0.4087,0.4329,0.4991,0.5017
797,0.3102,0.4068,0.4565,0.5007,0.52
798,0.321,0.3827,0.414,0.4955,0.5105
799,0.3155,0.3882,0.4509,0.4848,0.5052
800,0.3121,0.4086,0.4474,0.4932,0.5164
801,0.3138,0.417,0.4491,0.4885,0.5226
802,0.3201,0.3962,0.4332,0.4867,0.5081
803,0.312,0.3728,0.4297,0.4826,0.5144
804,0.3176,0.4137,0.4434,0.4776,0.5086
805,0.3139,0.3725,0.4647,0.4989,0.5179
806,0.3231,0.4059,0.4619,0.4976,0.5048
807,0.3339,0.3993,0.4699,0.4927,0.5115
808,0.3302,0.3779,0.4566,0.4948,0.5109
809,0.3075,0.3924,0.4341,0.5048,0.5239
810,0.3177,0.3972,0.461,0.4733,0.5111
811,0.3223,0.398,0.4497,0.4851,0.5126
812,0.3161,0.3786,0.4487,0.4787,0.5184
813,0.3188,0.3979,0.4487,0.4977,0.5257
814,0.3226,0.4083,0.4446,0.4903,0.5049
815,0.3236,0.3921,0.4191,0.5038,0.5139
816,0.3218,0.4087,0.444,0.4762,0.4955
817,0.3068,0.4033,0.4749,0.4842,0.5197
818,0.3166,0.4113,0.445,0.4811,0.5062
819,0.3119,0.3896,0.4675,0.4933,0.5299
820,0.3086,0.4038,0.4565,0.47,0.5305
821,0.3062,0.3996,0.4416,0.4746,0.5162
822,0.3197,0.414,0.4406,0.4877,0.5222
823,0.3102,0.409,0.4417,0.4964,0.5206
824,0.317,0.4089,0.4457,0.4866,0.5087
825,0.3253,0.4111,0.4444,0.4825,0.4952
826,0.3287,0.3688,0.4298,0.5126,0.5264
827,0.3205,0.4019,0.4552,0.4973,0.5118
828,0.3097,0.3845,0.4674,0.5022,0.513
829,0.3212,0.4072,0.435,0.4889,0.5016
830,0.3052,0.381,0.47,0.481,0.5198
831,0.3231,0.3783,0.4614,0.49,0.5281
832,0.3275,0.3839,0.4399,0.5087,0.5201
833,0.3144,0.4164,0.4459,0.4768,0.5241
834,0.3278,0.3982,0.4659,0.4947,0.5208
835,0.3249,0.4003,0.4554,0.4732,0.5107
836,0.3144,0.3916,0.4534,0.4787,0.5044
837,0.3057,0.3853,0.4423,0.4973,0.5217
838,0.3143,0.3761,0.462,0.4782,0.5043
839,0.3356,0.3912,0.4777,0.4871,0.5139
840,0.3145,0.4018,0.4312,0.4946,0.5046
841,0.315,0.4002,0.4659,0.493,0.5223
842,0.319,0.381,0.4478,0.4858,0.5203
843,0.3206,0.3997,0.4385,0.4971,0.5145
844,0.3096,0.4169,0.4262,0.5012,0.5021
845,0.3185,0.3902,0.4509,0.4902,0.5264
846,0.3088,0.4066,0.4293,0.4903,0.5257
847,0.3196,0.4135,0.4722,0.4965,0.5228
848,0.3091,0.4062,0.4671,0.5014,0.5246
849,0.3145,0.3731,0.439,0.4897,0.5093
850,0.3109,0.3946,0.4569,0.4791,0.5184
851,0.3145,0.3778,0.4695,0.4833,0.5078
852,0.317,0.3993,0.457,0.4954,0.5136
853,0.3213,0.4242,0.4641,0.4762,0.507
854,0.3163,0.4135,0.451,0.4896,0.5092
855,0.3091,0.4029,0.4371,0.4866,0.5321
856,0.3173,0.4006,0.4493,0.5082,0.5028
857,0.3158,0.3955,0.4799,0.4931,0.5176
858,0.3137,0.4242,0.451,0.4983,0.5033
859,0.3145,0.4166,0.4289,0.4802,0.5211
860,0.3178,0.3948,0.456,0.4862,0.518
861,0.3181,0.4056,0.4622,0.4738,0.4964
862,0.3162,0.3956,0.4658,0.4924,0.5032
863,0.3215,0.4117,0.4354,0.503,0.5063
864,0.313,0.3936,0.45,0.4939,0.5233
865,0.3166,0.3839,0.4359,0.5022,0.516
866,0.3076,0.3998,0.4456,0.4759,0.5081
867,0.3188,0.4016,0.446,0.4783,0.5245
868,0.3169,0.3933,0.4627,0.4935,0.5096
869,0.3213,0.382,0.4592,0.492,0.5208
870,0.3196,0.4035,0.4366,0.4828,0.5306
871,0.3258,0.3982,0.4508,0.4946,0.5128
872,0.32,0.3911,0.4511,0.4945,0.5122
873,0.3133,0.386,0.425,0.4992,0.5107
874,0.3096,0.4037,0.4368,0.4756,0.5192
875,0.3132,0.395,0.4504,0.4825,0.5211
876,0.3123,0.3786,0.4607,0.4827,0.5193
877,0.3165,0.39,0.4426,0.5078,0.5117
878,0.3217,0.3886,0.4565,0.4967,0.5099
879,0.3222,0.4031,0.4417,0.4866,0.5277
880,0.3151,0.4126,0.4428,0.4935,0.5092
881,0.3165,0.4094,0.4521,0.49,0.5212
882,0.3063,0.4055,0.4375,0.4921,0.5043
883,0.3188,0.411,0.4567,0.4978,0.5251
884,0.3155,0.3714,0.4113,0.4786,0.514
885,0.3072,0.3986,0.4498,0.4983,0.515
886,0.3216,0.4029,0.4379,0.4788,0.5227
887,0.3121,0.4231,0.4482,0.4886,0.4972
888,0.3165,0.4013,0.4721,0.465,0.5221
889,0.3048,0.3836,0.458,0.5059,0.5243
890,0.3155,0.3932,0.4551,0.4948,0.5201
891,0.3171,0.3722,0.437,0.4984,0.5171
892,0.3167,0.3748,0.4704,0.495,0.5196
893,0.3033,0.3939,0.4601,0.4834,0.5162
894,0.3236,0.3807,0.4599,0.488,0.5248
895,0.3169,0.4054,0.4576,0.4859,0.5048
896,0.3197,0.389,0.4365,0.4904,0.5133
897,0.3101,0.4254,0.4524,0.491,0.5282
898,0.323,0.406,0.4577,0.4883,0.5144
899,0.3217,0.4117,0.4493,0.4825,0.5071
900,0.3246,0.4138,0.4467,0.4878,0.5136
901,0.3008,0.4035,0.4642,0.4772,0.5086
902,0.3067,0.3845,0.4659,0.4719,0.5094
903,0.3118,0.3691,0.4524,0.4796,0.5162
904,0.3108,0.3931,0.4321,0.4896,0.5219
905,0.3241,0.3939,0.4525,0.4926,0.5207
906,0.3105,0.3929,0.4542,0.4687,0.5207
907,0.3114,0.3832,0.4421,0.4944,0.519
908,0.3192,0.4004,0.4217,0.4777,0.5129
909,0.3195,0.3887,0.4424,0.4898,0.5078
910,0.3092,0.4069,0.4507,0.4914,0.5158
911,0.3183,0.402,0.4498,0.4964,0.5127
912,0.3068,0.3847,0.4469,0.4839,0.5109
913,0.3185,0.3835,0.4467,0.4793,0.523
914,0.3139,0.4075,0.441,0.4894,0.5113
915,0.3141,0.4058,0.4357,0.5017,0.5171
916,0.311,0.3731,0.4459,0.4847,0.5213
917,0.3098,0.3916,0.4396,0.4869,0.5311
918,0.3182,0.3907,0.4447,0.5023,0.5204
919,0.3164,0.4075,0.4667,0.4779,0.5221
920,0.3126,0.3827,0.4648,0.4796,0.5175
921,0.3143,0.3779,0.4564,0.4885,0.5184
922,0.3109,0.4161,0.4431,0.5011,0.53
923,0.3138,0.4023,0.4512,0.4866,0.517
924,0.3133,0.3931,0.456,0.493,0.5127
925,0.3107,0.3908,0.4597,0.481,0.5177
926,0.3119,0.4053,0.4775,0.4822,0.5187
927,0.3128,0.3838,0.4526,0.508,0.5156
928,0.3038,0.3841,0.4569,0.4912,0.5208
929,0.318,0.4023,0.4496,0.4962,0.525
930,0.3223,0.3992,0.4376,0.4972,0.5012
931,0.324,0.4004,0.4369,0.5081,0.5265
932,0.3196,0.3988,0.4414,0.5045,0.5055
933,0.3194,0.3941,0.4366,0.4963,0.5129
934,0.3126,0.3929,0.4434,0.4863,0.5129
935,0.3135,0.3895,0.4468,0.4857,0.5205
936,0.3196,0.3777,0.4435,0.4987,0.5166
937,0.3109,0.4044,0.4372,0.4902,0.5263
938,0.3182,0.3874,0.4617,0.4733,0.5236
939,0.3135,0.3955,0.4526,0.4956,0.5071
940,0.3181,0.4067,0.4394,0.5099,0.5188
941,0.3182,0.3895,0.4651,0.4928,0.4964
942,0.3206,0.388,0.457,0.501,0.5129
943,0.3087,0.3961,0.4498,0.4684,0.5041
944,0.3341,0.4093,0.4203,0.4821,0.5244
945,0.3334,0.3938,0.4273,0.4992,0.5236
946,0.3133,0.3872,0.463,0.4935,0.5069
947,0.318,0.3873,0.466,0.4936,0.5184
948,0.3261,0.4075,0.4431,0.4827,0.5152
949,0.3185,0.4122,0.4472,0.4894,0.4957
950,0.3146,0.3962,0.4182,0.495,0.512
951,0.3172,0.409,0.4203,0.5015,0.5198
952,0.3058,0.3907,0.4398,0.4947,0.5136
953,0.3092,0.3904,0.4506,0.489,0.5146
954,0.305,0.3916,0.4339,0.4817,0.5063
955,0.3213,0.3965,0.4677,0.4795,0.5236
956,0.3153,0.4087,0.44,0.4816,0.5088
957,0.3233,0.3868,0.4583,0.4953,0.5159
958,0.3142,0.3949,0.463,0.4958,0.5304
959,0.3061,0.4016,0.4356,0.4838,0.5111
960,0.3196,0.3948,0.45,0.481,0.5204
961,0.3004,0.4106,0.462,0.4773,0.5166
962,0.3211,0.398,0.464,0.4806,0.5241
963,0.3203,0.3982,0.4773,0.4966,0.502
964,0.32,0.387,0.4397,0.4835,0.5159
965,0.3121,0.3913,0.4287,0.4852,0.5107
966,0.3229,0.4054,0.4281,0.4989,0.5186
967,0.3121,0.4023,0.4208,0.4979,0.5259
968,0.3255,0.4121,0.4627,0.4996,0.5136
969,0.3255,0.3716,0.432,0.4986,0.5123
970,0.3216,0.4128,0.4521,0.5008,0.515
971,0.3063,0.4013,0.4528,0.479,0.5132
972,0.3129,0.4109,0.4732,0.4841,0.5049
973,0.3184,0.4036,0.4383,0.4855,0.5052
974,0.3177,0.3797,0.4381,0.4941,0.5027
975,0.3143,0.412,0.4461,0.4942,0.5065
976,0.3084,0.3922,0.4693,0.4797,0.5046
977,0.3141,0.4025,0.4336,0.4778,0.527
978,0.3166,0.3808,0.4462,0.4854,0.5119
979,0.3156,0.4081,0.4189,0.484,0.5154
980,0.3098,0.3863,0.4259,0.4696,0.5356
981,0.324,0.3994,0.4497,0.4915,0.5248
982,0.3122,0.4138,0.4591,0.4996,0.5038
983,0.3181,0.3927,0.4538,0.4933,0.5114
984,0.3261,0.3821,0.4552,0.4865,0.517
985,0.3184,0.4155,0.44,0.4898,0.5037
986,0.3119,0.3847,0.425,0.4876,0.5199
987,0.317,0.3837,0.4237,0.4687,0.5093
988,0.3244,0.4156,0.4524,0.4909,0.5144
989,0.32,0.4045,0.4609,0.4861,0.5066
990,0.3136,0.386,0.4426,0.4851,0.5181
991,0.312,0.3841,0.4667,0.4813,0.5168
992,0.3195,0.4059,0.4395,0.4801,0.5111
993,0.313,0.4037,0.4419,0.4845,0.5133
994,0.3115,0.3829,0.428,0.4958,0.5041
995,0.3034,0.3847,0.4701,0.4928,0.5173
996,0.3118,0.4003,0.4697,0.4692,0.5222
997,0.3136,0.3615,0.4547,0.4762,0.5286
998,0.3284,0.3868,0.4248,0.4748,0.5124
999,0.323,0.3823,0.426,0.4812,0.5026
1000,0.3167,0.3986,0.4563,0.5065,0.5293
1001,0.3289,0.3953,0.4292,0.497,0.5169
1002,0.3089,0.4161,0.4487,0.4868,0.5159
1003,0.3153,0.4131,0.429,0.4843,0.509
1004,0.3164,0.4043,0.4628,0.5022,0.5209
1005,0.3054,0.4016,0.4592,0.473,0.527
1006,0.3199,0.3953,0.451,0.4869,0.5213
1007,0.3059,0.4015,0.4576,0.5065,0.5078
1008,0.3172,0.4249,0.4718,0.493,0.5207
1009,0.3179,0.3882,0.4241,0.4867,0.4947
1010,0.3103,0.3727,0.4541,0.4809,0.5147
1011,0.308,0.3931,0.4673,0.4905,0.5155
1012,0.3104,0.3989,0.4513,0.4858,0.5074
1013,0.3179,0.4111,0.457,0.498,0.5237
1014,0.3098,0.3904,0.4483,0.5063,0.513
1015,0.3145,0.4017,0.467,0.483,0.5192
1016,0.3177,0.383,0.4235,0.4999,0.5041
1017,0.3027,0.4127,0.4351,0.47,0.5076
1018,0.3318,0.3988,0.4532,0.4918,0.5117
1019,0.3175,0.4067,0.4462,0.4845,0.5082
1020,0.3164,0.4185,0.4556,0.4988,0.5174
1021,0.3052,0.4083,0.4676,0.4866,0.519
1022,0.3121,0.4062,0.459,0.4868,0.5226
1023,0.3059,0.3683,0.4337,0.4873,0.5044
1024,0.3098,0.3811,0.4526,0.4644,0.5225
1025,0.3154,0.3759,0.4441,0.4852,0.5209
1026,0.3081,0.4,0.4331,0.4987,0.5149
1027,0.3319,0.3849,0.4524,0.4865,0.5153
1028,0.3092,0.4105,0.4581,0.4604,0.5094
