Iteration,Policy Test,Policy Test (Sim Results Mandate1.Csv),Policy Test (Sim Results Mandate2.Csv),Policy Test (Sim Results Mandate3.Csv),Policy Test (Sim Results Mandate4.Csv),Policy Test (Sim Results Mandate5.Csv),Policy Test (Sim Results Mandate6.Csv),Policy Test (Sim Results Mandate7.Csv),Proportion Test
5651,0.4954,0.6006,0.6234,0.6892,0.7325,0.7805,0.8203,0.9075,0.3186
5652,0.5402,0.513,0.6351,0.5881,0.6271,0.7519,0.7018,0.856,0.311
5653,0.4479,0.6338,0.555,0.7173,0.7563,0.6904,0.8302,0.797,0.3208
5654,0.5533,0.545,0.6363,0.6185,0.656,0.7308,0.7239,0.8214,0.3138
5655,0.4448,0.5509,0.5503,0.6658,0.7232,0.6816,0.8327,0.7859,0.3198
5656,0.5677,0.491,0.6565,0.5774,0.6218,0.7612,0.7061,0.8588,0.3093
5657,0.4952,0.6277,0.5847,0.7157,0.7571,0.6901,0.8482,0.7816,0.3186
5658,0.5191,0.6145,0.6282,0.6573,0.6785,0.7639,0.7272,0.8671,0.3097
5659,0.5191,0.5931,0.6067,0.6542,0.683,0.7116,0.7378,0.8063,0.3136
5660,0.439,0.5743,0.5525,0.6461,0.6778,0.6933,0.7386,0.8071,0.3176
5661,0.4452,0.5833,0.5584,0.6799,0.73,0.7082,0.8225,0.8227,0.3153
5662,0.4756,0.6151,0.5891,0.6966,0.7335,0.7377,0.8092,0.848,0.3192
5663,0.4757,0.6149,0.5858,0.6807,0.7179,0.7174,0.7969,0.8289,0.322
5664,0.4726,0.6148,0.596,0.6973,0.7452,0.7394,0.8288,0.8555,0.3217
5665,0.4888,0.5507,0.5784,0.6286,0.6719,0.6847,0.7502,0.7771,0.3101
5666,0.5127,0.633,0.617,0.6899,0.7242,0.7359,0.7928,0.8373,0.3255
5667,0.5305,0.5395,0.6358,0.6097,0.6409,0.7656,0.6988,0.8765,0.3157
5668,0.4985,0.5851,0.6236,0.6736,0.7184,0.7767,0.7971,0.9003,0.3103
5669,0.5123,0.6086,0.6371,0.6838,0.7261,0.7929,0.8092,0.9154,0.3107
5670,0.5883,0.6409,0.6915,0.7327,0.7738,0.8162,0.8695,0.9267,0.3224
5671,0.539,0.5215,0.6179,0.618,0.6679,0.7103,0.7657,0.7903,0.3096
5672,0.5571,0.5554,0.6538,0.642,0.6804,0.775,0.7573,0.8745,0.309
5673,0.4715,0.5694,0.604,0.6203,0.6539,0.7781,0.7215,0.9034,0.3152
5674,0.4816,0.6085,0.5972,0.6911,0.7361,0.7349,0.8169,0.8442,0.3189
5675,0.4479,0.5687,0.5642,0.6448,0.6866,0.7173,0.764,0.833,0.3198
5676,0.4592,0.5437,0.5624,0.6152,0.6505,0.6839,0.7132,0.7948,0.3165
5677,0.4376,0.6184,0.5425,0.6892,0.7259,0.6762,0.7932,0.7732,0.3218
5678,0.5273,0.5811,0.6189,0.6917,0.7397,0.7303,0.8375,0.8326,0.3146
5679,0.476,0.538,0.5942,0.6351,0.6771,0.7381,0.7664,0.858,0.3091
5680,0.4632,0.5017,0.5603,0.58,0.6185,0.6775,0.6991,0.7805,0.3045
5681,0.6023,0.6177,0.6993,0.7065,0.7506,0.8113,0.8366,0.9128,0.3164
5682,0.4671,0.5454,0.5646,0.6512,0.7041,0.685,0.8168,0.783,0.3133
5683,0.5672,0.6153,0.6518,0.7056,0.7442,0.7362,0.8122,0.8322,0.3153
5684,0.5473,0.5273,0.6631,0.6177,0.6675,0.8157,0.773,0.9338,0.3031
5685,0.5563,0.5999,0.6273,0.6798,0.7153,0.6937,0.7883,0.7654,0.31
5686,0.497,0.58,0.6178,0.6358,0.6617,0.7724,0.7113,0.8959,0.3133
5687,0.5254,0.5125,0.642,0.5869,0.6243,0.7879,0.6962,0.9059,0.3127
5688,0.4754,0.5742,0.5979,0.6245,0.651,0.7538,0.7086,0.8693,0.3231
5689,0.5834,0.5498,0.6853,0.6523,0.7112,0.8004,0.8143,0.9001,0.3182
5690,0.4728,0.5809,0.6046,0.6739,0.7235,0.7783,0.8334,0.9109,0.3149
5691,0.4682,0.6199,0.5843,0.6976,0.7414,0.7302,0.8283,0.8419,0.3148
5692,0.5712,0.5556,0.6506,0.6439,0.6912,0.7329,0.7891,0.8198,0.3119
5693,0.5444,0.563,0.6477,0.6566,0.7009,0.7811,0.7895,0.8901,0.3131
5694,0.4487,0.5452,0.5647,0.6302,0.6797,0.6928,0.7705,0.8044,0.3201
5695,0.4687,0.6136,0.5785,0.6689,0.6974,0.7167,0.7511,0.8281,0.3172
5696,0.5091,0.6147,0.5977,0.704,0.7504,0.6956,0.8483,0.789,0.3222
5697,0.4574,0.5742,0.5485,0.6608,0.7093,0.6668,0.8,0.7622,0.3181
5698,0.5344,0.5714,0.6558,0.6488,0.6839,0.8033,0.7512,0.9269,0.3223
5699,0.4828,0.5558,0.5763,0.6291,0.663,0.6857,0.7379,0.7853,0.3112
5700,0.4765,0.5628,0.6132,0.6636,0.712,0.7839,0.8098,0.9098,0.318
5701,0.5193,0.6083,0.6066,0.6826,0.7177,0.709,0.7886,0.7945,0.3205
5702,0.5533,0.5023,0.6224,0.5958,0.6442,0.6848,0.7336,0.7622,0.3047
5703,0.4354,0.6064,0.5473,0.656,0.6781,0.6884,0.7198,0.7949,0.3257
5704,0.5083,0.6201,0.6106,0.7014,0.7371,0.7316,0.8138,0.8341,0.3094
5705,0.5088,0.5303,0.584,0.6135,0.658,0.6698,0.7535,0.7533,0.3118
5706,0.5587,0.6133,0.6697,0.6983,0.7438,0.7923,0.827,0.9047,0.3134
5707,0.5221,0.5976,0.6444,0.6654,0.6993,0.7975,0.7721,0.9189,0.3197
5708,0.5578,0.589,0.6386,0.6588,0.6968,0.7285,0.7738,0.8161,0.3213
5709,0.5044,0.5867,0.5985,0.66,0.6991,0.7164,0.7738,0.8101,0.3134
5710,0.4331,0.612,0.5352,0.6828,0.7157,0.654,0.7798,0.7514,0.3228
5711,0.5244,0.5684,0.64,0.6315,0.6598,0.7781,0.7198,0.8987,0.3164
5712,0.5956,0.5525,0.6871,0.631,0.6735,0.792,0.7481,0.8884,0.3128
5713,0.4973,0.4994,0.6252,0.5676,0.6112,0.7769,0.6871,0.9062,0.3099
5714,0.5259,0.6026,0.6357,0.6513,0.678,0.7675,0.7292,0.8794,0.3219
5715,0.5442,0.6103,0.6161,0.6703,0.7003,0.6926,0.7563,0.7729,0.3115
5716,0.5592,0.5678,0.6566,0.6148,0.6443,0.771,0.703,0.8725,0.3223
5717,0.5244,0.5326,0.6025,0.605,0.6382,0.686,0.7019,0.7729,0.3191
5718,0.5681,0.635,0.6716,0.6981,0.7262,0.7977,0.7909,0.9071,0.3181
5719,0.5336,0.5822,0.6154,0.6356,0.6649,0.7135,0.7188,0.8059,0.3186
5720,0.5458,0.6417,0.6245,0.721,0.7585,0.7165,0.8345,0.8004,0.3221
5721,0.5634,0.5529,0.6346,0.6418,0.6912,0.7155,0.7961,0.7969,0.3119
5722,0.5256,0.556,0.6116,0.658,0.7109,0.7301,0.833,0.8235,0.3174
5723,0.5389,0.5902,0.6511,0.6867,0.735,0.7753,0.8253,0.8914,0.3226
5724,0.5919,0.5718,0.6651,0.6407,0.6766,0.7496,0.7347,0.8335,0.3132
5725,0.5736,0.611,0.6455,0.6909,0.7348,0.7288,0.8329,0.8094,0.3279
5726,0.5581,0.6231,0.6534,0.7032,0.7365,0.7554,0.8081,0.8514,0.315
5727,0.4477,0.6455,0.554,0.7193,0.7582,0.6752,0.8287,0.7743,0.3321
5728,0.4462,0.5542,0.5439,0.6567,0.7055,0.6634,0.7981,0.7552,0.3086
5729,0.5506,0.5903,0.6518,0.6763,0.7212,0.7795,0.8098,0.8857,0.3217
5730,0.477,0.5983,0.6102,0.6736,0.7057,0.7824,0.7799,0.913,0.3081
5731,0.5629,0.6367,0.6443,0.7109,0.7527,0.738,0.8308,0.827,0.3286
5732,0.5165,0.6146,0.6394,0.6722,0.7031,0.7857,0.7743,0.909,0.3182
5733,0.4544,0.5481,0.5585,0.6564,0.7091,0.6852,0.815,0.7853,0.3245
5734,0.5083,0.5541,0.6016,0.6378,0.6745,0.702,0.7577,0.8013,0.3133
5735,0.5659,0.5937,0.6584,0.6446,0.6673,0.7706,0.7086,0.8689,0.3201
5736,0.4846,0.5698,0.6174,0.6357,0.6685,0.797,0.7299,0.925,0.3139
5737,0.538,0.5377,0.6232,0.6553,0.7162,0.7292,0.8332,0.8207,0.3153
5738,0.4321,0.5807,0.5376,0.6763,0.7219,0.6503,0.8139,0.7544,0.3181
5739,0.549,0.6332,0.6223,0.7069,0.7421,0.7097,0.8099,0.7925,0.3207
5740,0.4634,0.5356,0.565,0.6046,0.636,0.6847,0.7055,0.7841,0.3167
5741,0.5439,0.6348,0.6092,0.7201,0.7642,0.6759,0.8421,0.7508,0.3235
5742,0.54,0.6078,0.6423,0.6908,0.7348,0.7669,0.8292,0.8666,0.3178
5743,0.4995,0.5552,0.6294,0.6164,0.6446,0.7919,0.6944,0.9177,0.3181
5744,0.5007,0.5251,0.5851,0.6136,0.6581,0.6741,0.7591,0.7596,0.3109
5745,0.5257,0.658,0.6447,0.7306,0.7664,0.8005,0.8415,0.9173,0.3224
5746,0.5012,0.6311,0.5892,0.6862,0.7194,0.6933,0.7793,0.7862,0.3271
5747,0.5066,0.5312,0.5947,0.63,0.6776,0.6937,0.7757,0.7856,0.3065
5748,0.5439,0.5852,0.61,0.6697,0.7138,0.6837,0.8219,0.7594,0.3152
5749,0.4625,0.5389,0.5859,0.6219,0.6574,0.7333,0.7257,0.8568,0.3134
5750,0.5225,0.6031,0.6417,0.6974,0.742,0.7831,0.8309,0.9032,0.3056
5751,0.493,0.6031,0.6028,0.6565,0.6858,0.7395,0.7437,0.8475,0.313
5752,0.5271,0.6264,0.641,0.7034,0.7456,0.7796,0.833,0.9017,0.3175
5753,0.4525,0.6142,0.5627,0.6677,0.6956,0.6994,0.7498,0.8035,0.3115
5754,0.571,0.6085,0.6618,0.6714,0.7034,0.7655,0.7739,0.8622,0.3123
5755,0.4399,0.5904,0.5556,0.6862,0.7371,0.6954,0.8314,0.8151,0.3151
5756,0.5257,0.5846,0.6095,0.6256,0.651,0.7039,0.7053,0.7949,0.3205
5757,0.5645,0.5832,0.6695,0.685,0.7354,0.7886,0.8335,0.8892,0.3268
5758,0.4918,0.509,0.6213,0.6104,0.6599,0.7835,0.7522,0.9025,0.3136
5759,0.5494,0.4962,0.6242,0.5739,0.6126,0.7107,0.7024,0.7934,0.3123
5760,0.4725,0.5048,0.5982,0.6009,0.6495,0.7581,0.7378,0.8761,0.3049
5761,0.5052,0.5491,0.6275,0.6397,0.6836,0.7806,0.7706,0.8991,0.314
5762,0.5524,0.5704,0.6392,0.6633,0.7073,0.7422,0.791,0.8401,0.3161
5763,0.5763,0.6266,0.643,0.6976,0.7356,0.7122,0.8034,0.7871,0.3252
5764,0.4566,0.5167,0.5654,0.6011,0.6427,0.6973,0.7193,0.8025,0.3099
5765,0.5716,0.5523,0.6513,0.6468,0.6912,0.7428,0.7856,0.8213,0.3124
5766,0.4609,0.5898,0.5946,0.6806,0.7222,0.7738,0.8089,0.8987,0.3133
5767,0.4825,0.6059,0.6154,0.6808,0.7133,0.7831,0.7816,0.914,0.3137
5768,0.5387,0.6141,0.6247,0.6705,0.6977,0.7161,0.7456,0.8008,0.3146
5769,0.5315,0.6364,0.6453,0.6936,0.7257,0.7727,0.788,0.8879,0.3262
5770,0.5243,0.5792,0.649,0.6614,0.7006,0.8037,0.7798,0.9262,0.3066
5771,0.558,0.5671,0.6553,0.6406,0.6734,0.7701,0.7407,0.8631,0.3193
5772,0.5536,0.6275,0.627,0.725,0.7702,0.7217,0.8542,0.8022,0.3206
5773,0.4821,0.6212,0.6169,0.6775,0.7056,0.7793,0.7597,0.9163,0.3106
5774,0.4769,0.6321,0.5965,0.7142,0.7533,0.7546,0.827,0.875,0.3254
5775,0.5379,0.5882,0.6381,0.6893,0.7366,0.7641,0.8377,0.8729,0.3201
5776,0.5368,0.652,0.6414,0.7258,0.7613,0.7478,0.83,0.85,0.3128
5777,0.4515,0.6352,0.5631,0.7075,0.743,0.6996,0.8117,0.8118,0.321
5778,0.5349,0.6519,0.623,0.7307,0.7683,0.7217,0.8514,0.8087,0.323
5779,0.481,0.5292,0.5794,0.6209,0.6704,0.6985,0.764,0.7922,0.3125
5780,0.4714,0.5174,0.5682,0.6024,0.6424,0.6773,0.7224,0.7689,0.3052
5781,0.5333,0.5514,0.6156,0.6179,0.654,0.6993,0.7299,0.7901,0.321
5782,0.4563,0.5754,0.5521,0.6644,0.7153,0.6586,0.8183,0.7458,0.3104
5783,0.4968,0.5478,0.591,0.6635,0.723,0.6932,0.8419,0.7946,0.3119
5784,0.4641,0.5351,0.5833,0.6192,0.6639,0.7374,0.7552,0.8571,0.3108
5785,0.4369,0.571,0.544,0.638,0.6666,0.6745,0.7272,0.7819,0.3242
5786,0.5263,0.5299,0.6182,0.5912,0.627,0.7311,0.7009,0.8334,0.3181
5787,0.4689,0.6284,0.596,0.704,0.7381,0.7602,0.8135,0.8801,0.3256
5788,0.4724,0.6447,0.5878,0.7115,0.7391,0.7295,0.7991,0.8459,0.3157
5789,0.5387,0.5433,0.6333,0.6337,0.6748,0.7549,0.7624,0.8548,0.3188
5790,0.4631,0.544,0.563,0.6067,0.6338,0.6906,0.6921,0.791,0.3097
5791,0.5383,0.5532,0.6398,0.6751,0.7327,0.7683,0.8391,0.8713,0.3152
5792,0.5465,0.5912,0.6568,0.6486,0.6771,0.7966,0.7209,0.9075,0.3212
5793,0.5633,0.5439,0.6668,0.6678,0.7231,0.8048,0.8351,0.916,0.3103
5794,0.5345,0.6234,0.6126,0.7218,0.7674,0.699,0.8554,0.7778,0.3162
5795,0.5128,0.5945,0.6242,0.6675,0.7052,0.7725,0.7889,0.8943,0.3149
5796,0.5768,0.4886,0.6428,0.571,0.6117,0.7167,0.6969,0.7856,0.3187
5797,0.5126,0.5717,0.6242,0.6331,0.6663,0.7874,0.7211,0.9028,0.3205
5798,0.4685,0.6175,0.5842,0.7088,0.7544,0.735,0.8399,0.8541,0.3185
5799,0.5256,0.528,0.6324,0.638,0.6943,0.7738,0.8001,0.8827,0.3157
5800,0.5325,0.5624,0.6418,0.6191,0.6518,0.7765,0.7218,0.8891,0.3171
5801,0.4854,0.5519,0.5943,0.6305,0.6737,0.7236,0.7578,0.8308,0.3162
5802,0.5371,0.5369,0.655,0.6064,0.6465,0.7981,0.7184,0.9193,0.3172
5803,0.5568,0.5729,0.6604,0.6509,0.6859,0.7791,0.7667,0.881,0.3134
5804,0.5149,0.5605,0.6185,0.6276,0.6588,0.7542,0.7231,0.8551,0.3107
5805,0.4923,0.5188,0.5868,0.5986,0.6429,0.6938,0.7396,0.7861,0.3135
5806,0.5027,0.5436,0.6389,0.6219,0.6684,0.7956,0.7566,0.9218,0.3129
5807,0.4869,0.5727,0.5771,0.6217,0.6495,0.6894,0.7098,0.7825,0.31
5808,0.5631,0.6082,0.6568,0.6536,0.6792,0.7699,0.7307,0.868,0.3273
5809,0.5662,0.597,0.6344,0.6881,0.7299,0.7146,0.8153,0.7891,0.3205
5810,0.5505,0.5935,0.6404,0.6491,0.6801,0.7439,0.7357,0.8422,0.3181
5811,0.5089,0.5484,0.6284,0.6166,0.653,0.7834,0.7246,0.9078,0.308
5812,0.5162,0.5782,0.6089,0.6322,0.6598,0.712,0.7206,0.8077,0.3173
5813,0.5348,0.505,0.6225,0.5849,0.6287,0.7099,0.716,0.8066,0.3124
5814,0.4902,0.545,0.5844,0.6437,0.6938,0.6868,0.8024,0.7785,0.3055
5815,0.4949,0.5554,0.6028,0.6446,0.6889,0.7369,0.7841,0.8488,0.3181
5816,0.5032,0.5684,0.5931,0.6817,0.7286,0.6962,0.824,0.7814,0.3176
5817,0.5324,0.6066,0.6176,0.6684,0.6993,0.7188,0.7674,0.8156,0.317
5818,0.4484,0.5596,0.5471,0.6364,0.6684,0.6596,0.7411,0.7521,0.3197
5819,0.6078,0.6264,0.7059,0.6797,0.7075,0.825,0.7672,0.9247,0.3167
5820,0.5686,0.5791,0.6686,0.6594,0.6988,0.7958,0.775,0.8998,0.3087
5821,0.5924,0.5342,0.6815,0.6114,0.6478,0.7828,0.7302,0.8773,0.3264
5822,0.5528,0.5953,0.6598,0.6688,0.7058,0.7816,0.7712,0.8931,0.3141
5823,0.516,0.6129,0.6193,0.675,0.7017,0.7487,0.75,0.8467,0.3204
5824,0.6023,0.6441,0.6972,0.7128,0.7497,0.8089,0.8233,0.9144,0.3237
5825,0.4952,0.5311,0.5812,0.6033,0.6395,0.6772,0.7205,0.7607,0.3141
5826,0.533,0.5772,0.6505,0.652,0.698,0.81,0.7802,0.9286,0.3141
5827,0.5795,0.5673,0.6606,0.6184,0.6416,0.7526,0.6972,0.8444,0.322
5828,0.5635,0.5898,0.6713,0.6716,0.7155,0.7966,0.805,0.9047,0.3299
5829,0.4491,0.5513,0.5752,0.6514,0.6994,0.7197,0.7938,0.8358,0.3084
5830,0.5687,0.5915,0.6612,0.6752,0.7135,0.7764,0.792,0.8701,0.3204
5831,0.5647,0.5852,0.6399,0.6596,0.6984,0.7354,0.7797,0.8171,0.305
5832,0.5487,0.5431,0.6507,0.6513,0.7001,0.7726,0.8005,0.8765,0.3084
5833,0.4736,0.5975,0.5686,0.6557,0.6834,0.6893,0.7407,0.7795,0.3139
5834,0.4328,0.5688,0.5329,0.6334,0.6648,0.6526,0.7365,0.7513,0.3154
5835,0.5108,0.6476,0.6105,0.7294,0.7654,0.7387,0.8337,0.8357,0.3301
5836,0.4668,0.5943,0.5977,0.6818,0.7287,0.7607,0.8178,0.8874,0.3158
5837,0.4893,0.5792,0.6155,0.6497,0.6852,0.7713,0.7637,0.8924,0.3096
5838,0.506,0.5285,0.6088,0.6183,0.6681,0.7325,0.7643,0.8377,0.3206
5839,0.5583,0.627,0.6733,0.6819,0.7115,0.8115,0.7712,0.9265,0.3078
5840,0.527,0.521,0.6085,0.6145,0.6671,0.6822,0.7669,0.7652,0.3029
5841,0.5507,0.5831,0.616,0.6827,0.7319,0.695,0.8187,0.7679,0.3296
5842,0.583,0.5189,0.6691,0.6008,0.6416,0.7745,0.7314,0.8661,0.3151
5843,0.5979,0.6454,0.6915,0.7287,0.7668,0.7914,0.8457,0.8903,0.3191
5844,0.5305,0.5421,0.6174,0.6027,0.6348,0.7161,0.7026,0.8167,0.3216
5845,0.4636,0.5575,0.5811,0.6388,0.682,0.7254,0.7719,0.8468,0.3137
5846,0.4728,0.5569,0.5999,0.6198,0.6496,0.753,0.7105,0.8727,0.317
5847,0.567,0.5123,0.6526,0.5932,0.6352,0.7766,0.7251,0.8741,0.3032
5848,0.5046,0.5626,0.6298,0.6214,0.6491,0.7768,0.7085,0.9059,0.3156
5849,0.4791,0.5706,0.5675,0.6561,0.6986,0.6657,0.7817,0.7582,0.3099
5850,0.4861,0.554,0.5843,0.6266,0.6601,0.7069,0.7239,0.8164,0.3091
5851,0.5187,0.5911,0.6043,0.6762,0.7166,0.7003,0.792,0.7876,0.3152
5852,0.5134,0.5335,0.6296,0.5907,0.6271,0.766,0.6954,0.8847,0.3124
5853,0.4562,0.6145,0.5901,0.7086,0.7486,0.7588,0.835,0.8894,0.3244
5854,0.4891,0.5356,0.6094,0.6085,0.6422,0.7579,0.7084,0.8836,0.318
5855,0.4438,0.5492,0.5611,0.6155,0.6499,0.6997,0.7183,0.8183,0.31
5856,0.4924,0.5582,0.5929,0.6415,0.6876,0.7163,0.7669,0.819,0.3132
5857,0.535,0.5866,0.6367,0.6846,0.7327,0.757,0.8301,0.8666,0.3183
5858,0.5193,0.5633,0.606,0.649,0.6877,0.6971,0.7646,0.7904,0.3155
5859,0.5521,0.5452,0.6384,0.6268,0.662,0.7286,0.7293,0.8105,0.3139
5860,0.5139,0.5916,0.6048,0.6679,0.7041,0.7107,0.7771,0.806,0.3225
5861,0.5178,0.5659,0.5995,0.6402,0.6789,0.7033,0.7541,0.7964,0.3119
5862,0.514,0.5859,0.5927,0.6603,0.6988,0.6885,0.775,0.7735,0.3193
5863,0.6036,0.5423,0.7006,0.6279,0.6693,0.8235,0.7479,0.9253,0.3141
5864,0.4692,0.565,0.6026,0.6489,0.6892,0.7788,0.7722,0.9081,0.3158
5865,0.4816,0.5733,0.5689,0.6278,0.6561,0.6779,0.707,0.7678,0.3132
5866,0.484,0.5761,0.5787,0.6863,0.7406,0.6874,0.846,0.7836,0.3157
5867,0.5364,0.5818,0.6171,0.6628,0.7024,0.7034,0.772,0.7778,0.3182
5868,0.507,0.5867,0.6269,0.6637,0.7058,0.7671,0.7842,0.8851,0.3186
5869,0.5632,0.5078,0.6342,0.5938,0.6399,0.7011,0.7234,0.7815,0.3151
5870,0.5467,0.6213,0.6383,0.7053,0.7491,0.7442,0.8341,0.8422,0.3285
5871,0.5714,0.6042,0.6693,0.656,0.6804,0.7742,0.7319,0.8823,0.3251
5872,0.4726,0.618,0.5605,0.6944,0.7281,0.6634,0.7915,0.7486,0.3216
5873,0.5703,0.6082,0.6594,0.6836,0.7189,0.7724,0.7985,0.87,0.3104
5874,0.5456,0.6363,0.6363,0.7128,0.7561,0.7309,0.8348,0.8271,0.3143
5875,0.5821,0.5414,0.6615,0.6234,0.6657,0.7496,0.7488,0.8334,0.3175
5876,0.4575,0.613,0.5483,0.6875,0.7208,0.6554,0.7921,0.7444,0.3118
5877,0.534,0.6158,0.6471,0.6662,0.6908,0.7849,0.7402,0.8987,0.3197
5878,0.5132,0.6508,0.6219,0.7295,0.7701,0.7538,0.8511,0.8655,0.318
5879,0.4968,0.5291,0.5919,0.6351,0.6886,0.7093,0.7949,0.8053,0.3109
5880,0.5068,0.5303,0.629,0.6106,0.6515,0.7724,0.7352,0.896,0.316
5881,0.5669,0.5709,0.6454,0.6637,0.7092,0.724,0.7973,0.804,0.3139
5882,0.5063,0.5488,0.5863,0.6581,0.7152,0.6808,0.826,0.7674,0.3195
5883,0.5285,0.5452,0.6261,0.6429,0.6979,0.7402,0.8065,0.841,0.3102
5884,0.5616,0.5978,0.6378,0.6788,0.7151,0.7201,0.7883,0.8007,0.3106
5885,0.4654,0.6217,0.5749,0.6998,0.7435,0.705,0.8387,0.8096,0.3135
5886,0.5215,0.551,0.6417,0.6311,0.6692,0.7982,0.7501,0.913,0.3166
5887,0.4858,0.5911,0.6063,0.6535,0.6885,0.7643,0.7525,0.8915,0.3204
5888,0.4777,0.593,0.6122,0.66,0.6923,0.7835,0.7638,0.9182,0.3147
5889,0.5407,0.592,0.6275,0.6637,0.7005,0.7341,0.7701,0.8263,0.3219
5890,0.5654,0.6397,0.6249,0.7141,0.7433,0.6832,0.7998,0.7568,0.314
5891,0.5657,0.5737,0.643,0.6724,0.7263,0.7395,0.8292,0.8197,0.3141
5892,0.5761,0.6004,0.6765,0.6788,0.7214,0.8144,0.8065,0.9248,0.326
5893,0.4995,0.5473,0.6211,0.6109,0.6432,0.7798,0.6981,0.9036,0.3176
5894,0.599,0.5676,0.6898,0.6471,0.6886,0.7956,0.7708,0.8948,0.318
5895,0.5883,0.6284,0.681,0.6824,0.711,0.7781,0.7701,0.8773,0.3218
5896,0.5158,0.5644,0.5986,0.6489,0.6955,0.6991,0.7875,0.7957,0.3157
5897,0.5434,0.5575,0.6269,0.6276,0.6596,0.7205,0.722,0.811,0.319
5898,0.4522,0.6202,0.5823,0.6709,0.6958,0.7518,0.7469,0.8735,0.3137
5899,0.5622,0.5242,0.6368,0.6166,0.661,0.7226,0.7436,0.8059,0.3072
5900,0.5302,0.4975,0.6307,0.5926,0.6363,0.7441,0.7263,0.841,0.3168
5901,0.5407,0.5833,0.6182,0.6532,0.6933,0.7084,0.7753,0.795,0.3203
5902,0.5343,0.5597,0.643,0.6259,0.6599,0.7719,0.7271,0.8917,0.3191
5903,0.4752,0.5837,0.569,0.6441,0.6712,0.683,0.726,0.7774,0.3129
5904,0.4913,0.5894,0.6062,0.6486,0.6785,0.7519,0.7475,0.8599,0.3097
5905,0.5681,0.583,0.648,0.6452,0.6722,0.7313,0.734,0.8263,0.3083
5906,0.5039,0.5446,0.589,0.655,0.713,0.6951,0.8242,0.7861,0.311
5907,0.5583,0.6405,0.6522,0.7152,0.7505,0.7453,0.8265,0.8451,0.3226
5908,0.5123,0.5642,0.6207,0.6157,0.644,0.7581,0.6999,0.8682,0.3132
5909,0.4768,0.5868,0.5937,0.655,0.6869,0.7381,0.7497,0.8568,0.3183
5910,0.459,0.5546,0.5662,0.6402,0.684,0.6926,0.774,0.8019,0.3106
5911,0.4315,0.625,0.54,0.6972,0.7319,0.6822,0.8113,0.7968,0.326
5912,0.586,0.5741,0.6858,0.6583,0.7035,0.8087,0.7961,0.9187,0.3186
5913,0.4784,0.5706,0.5894,0.6475,0.688,0.7341,0.7802,0.8496,0.3158
5914,0.4912,0.569,0.6025,0.6706,0.7172,0.7546,0.8207,0.8735,0.3092
5915,0.433,0.5535,0.5475,0.6173,0.6523,0.6799,0.7271,0.7896,0.318
5916,0.5397,0.5709,0.6322,0.6448,0.6865,0.73,0.7647,0.8219,0.3067
5917,0.4578,0.5532,0.5742,0.6203,0.6539,0.7115,0.7208,0.8269,0.3214
5918,0.536,0.5588,0.6376,0.634,0.6674,0.7616,0.7364,0.8676,0.3206
5919,0.5161,0.5186,0.6391,0.6012,0.6374,0.791,0.7036,0.9197,0.301
5920,0.5664,0.5403,0.6615,0.6397,0.6812,0.7697,0.766,0.8696,0.3085
5921,0.4424,0.6458,0.5525,0.7141,0.7508,0.6827,0.8167,0.7916,0.3224
5922,0.5565,0.5902,0.628,0.6785,0.7227,0.7157,0.8114,0.7924,0.3149
5923,0.4712,0.5024,0.6112,0.5796,0.6212,0.7829,0.6987,0.9104,0.321
5924,0.4548,0.5854,0.576,0.681,0.73,0.7297,0.8316,0.8437,0.3183
5925,0.4727,0.5433,0.5935,0.655,0.7127,0.732,0.8358,0.8527,0.3252
5926,0.5539,0.5745,0.6619,0.6627,0.7125,0.8,0.8087,0.9073,0.3159
5927,0.5868,0.5609,0.6893,0.6572,0.7085,0.8219,0.798,0.9276,0.3149
5928,0.5306,0.5911,0.6346,0.6553,0.6843,0.7699,0.7398,0.8855,0.3239
5929,0.4634,0.5063,0.5713,0.5864,0.628,0.6995,0.7056,0.8134,0.3015
5930,0.4757,0.5725,0.5783,0.628,0.6585,0.7207,0.7196,0.8255,0.317
5931,0.4983,0.6073,0.6164,0.6973,0.7435,0.7643,0.8408,0.8862,0.318
5932,0.4845,0.5572,0.5906,0.6315,0.6698,0.7271,0.7512,0.8334,0.3103
5933,0.5275,0.5674,0.6458,0.6411,0.6703,0.792,0.7309,0.9164,0.3199
5934,0.501,0.619,0.6185,0.7228,0.7649,0.7658,0.8526,0.8826,0.3271
5935,0.4659,0.5568,0.6014,0.6186,0.6547,0.7784,0.7313,0.9124,0.3113
5936,0.5371,0.5509,0.654,0.6198,0.6576,0.7953,0.7391,0.9122,0.314
5937,0.5385,0.5414,0.6564,0.6178,0.6636,0.8041,0.7492,0.9295,0.3164
5938,0.5826,0.5598,0.6794,0.6207,0.6547,0.7859,0.7284,0.8824,0.3158
5939,0.471,0.5546,0.5574,0.6316,0.6685,0.6627,0.7439,0.7553,0.3154
5940,0.4946,0.5726,0.5986,0.6506,0.69,0.7173,0.7587,0.8258,0.3156
5941,0.5782,0.537,0.6823,0.6442,0.6962,0.7939,0.8034,0.9049,0.302
5942,0.4729,0.5928,0.5777,0.6382,0.6655,0.7028,0.7204,0.8087,0.32
5943,0.588,0.5758,0.6851,0.6429,0.677,0.809,0.7475,0.919,0.3154
5944,0.5225,0.5646,0.6498,0.6236,0.6565,0.7953,0.7266,0.9239,0.3213
